4.573117725544258161e-02,7.814485501157397707e-01,1.300000000000000044e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.573117725544258161e-02,7.814485501157397707e-01,1.400000000000000133e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.573117725544258161e-02,7.814485501157397707e-01,1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.573117725544258161e-02,7.814485501157397707e-01,1.600000000000000311e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.573117725544258161e-02,7.814485501157397707e-01,1.700000000000000400e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.573117725544258161e-02,7.814485501157397707e-01,1.800000000000000211e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.573117725544258161e-02,7.814485501157397707e-01,1.900000000000000300e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.573117725544258161e-02,7.814485501157397707e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.573117725544258161e-02,7.814485501157397707e-01,2.100000000000000200e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.573117725544258161e-02,7.814485501157397707e-01,2.200000000000000289e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.573117725544258161e-02,7.814485501157397707e-01,2.300000000000000377e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.573117725544258161e-02,7.814485501157397707e-01,2.400000000000000466e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,1.000000000000000194e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,2.000000000000000389e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,3.000000000000000583e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,4.000000000000000777e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,6.000000000000001166e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,7.000000000000000666e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,8.000000000000001554e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,9.000000000000001055e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,1.100000000000000144e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,1.200000000000000233e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,1.300000000000000044e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,1.400000000000000133e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,1.600000000000000311e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,1.700000000000000400e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,1.800000000000000211e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,1.900000000000000300e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,2.100000000000000200e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,2.200000000000000289e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,2.300000000000000377e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.849984354863542721e-02,7.746566273035763173e-01,2.400000000000000466e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,1.000000000000000194e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,2.000000000000000389e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,3.000000000000000583e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,4.000000000000000777e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,6.000000000000001166e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,7.000000000000000666e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,8.000000000000001554e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,9.000000000000001055e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,1.100000000000000144e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,1.200000000000000233e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,1.300000000000000044e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,1.400000000000000133e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,1.600000000000000311e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,1.700000000000000400e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,1.800000000000000211e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,1.900000000000000300e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,2.100000000000000200e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,2.200000000000000289e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,2.300000000000000377e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.450615210165278293e-03,7.668890493973031797e-01,2.400000000000000466e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,1.000000000000000194e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,2.000000000000000389e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,3.000000000000000583e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,4.000000000000000777e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,6.000000000000001166e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,7.000000000000000666e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,8.000000000000001554e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,9.000000000000001055e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,1.100000000000000144e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,1.200000000000000233e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,1.300000000000000044e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,1.400000000000000133e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,1.600000000000000311e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,1.700000000000000400e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,1.800000000000000211e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,1.900000000000000300e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,2.100000000000000200e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,2.200000000000000289e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,2.300000000000000377e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.999017095194870586e-02,7.571588171245864363e-01,2.400000000000000466e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,1.000000000000000194e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,2.000000000000000389e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,3.000000000000000583e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,4.000000000000000777e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,6.000000000000001166e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,7.000000000000000666e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,8.000000000000001554e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,9.000000000000001055e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,1.100000000000000144e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,1.200000000000000233e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,1.300000000000000044e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,1.400000000000000133e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,1.600000000000000311e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,1.700000000000000400e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,1.800000000000000211e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,1.900000000000000300e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,2.100000000000000200e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,2.200000000000000289e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,2.300000000000000377e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.812831631777835351e-02,7.473787395722580884e-01,2.400000000000000466e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,1.000000000000000194e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,2.000000000000000389e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,3.000000000000000583e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,4.000000000000000777e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,6.000000000000001166e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,7.000000000000000666e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,8.000000000000001554e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,9.000000000000001055e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,1.100000000000000144e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,1.200000000000000233e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,1.300000000000000044e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,1.400000000000000133e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,1.600000000000000311e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,1.700000000000000400e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,1.800000000000000211e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,1.900000000000000300e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,2.100000000000000200e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,2.200000000000000289e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,2.300000000000000377e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.456524000731952873e-02,7.378006901950264762e-01,2.400000000000000466e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,1.000000000000000194e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,2.000000000000000389e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,3.000000000000000583e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,4.000000000000000777e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,6.000000000000001166e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,7.000000000000000666e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,8.000000000000001554e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,9.000000000000001055e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,1.100000000000000144e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,1.200000000000000233e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,1.300000000000000044e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,1.400000000000000133e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,1.600000000000000311e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,1.700000000000000400e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,1.800000000000000211e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,1.900000000000000300e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,2.100000000000000200e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,2.200000000000000289e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,2.300000000000000377e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.215619811258185079e-01,7.277267154965892937e-01,2.400000000000000466e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,1.000000000000000194e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,2.000000000000000389e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,3.000000000000000583e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,4.000000000000000777e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,5.000000000000000278e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,6.000000000000001166e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,7.000000000000000666e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,8.000000000000001554e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,9.000000000000001055e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,1.000000000000000056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,1.100000000000000144e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,1.200000000000000233e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,1.300000000000000044e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,1.400000000000000133e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,1.500000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,1.600000000000000311e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,1.700000000000000400e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,1.800000000000000211e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,1.900000000000000300e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,2.100000000000000200e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,2.200000000000000289e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,2.300000000000000377e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.481441644783126899e-01,7.171575430804860707e-01,2.400000000000000466e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.742530705541274205e-01,7.057974294049759179e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.742530705541274205e-01,7.057974294049759179e-01,1.000000000000000194e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.742530705541274205e-01,7.057974294049759179e-01,2.000000000000000389e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.742530705541274205e-01,7.057974294049759179e-01,3.000000000000000583e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.742530705541274205e-01,7.057974294049759179e-01,4.000000000000000777e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
